chr2	32286776	32290775
chr15	35260041	35264040
chr20	55041647	55045646
chr5	161272685	161276684
chr8	142316405	142320404
chr12	120970154	120974153
chr14	102784088	102788087
chr10	114204673	114208672
chr11	123394530	123398529
chr2	207021919	207025918
chr8	53624993	53628992
chr9	102859323	102863322
chr3	52230110	52234109
chr11	102186226	102190225
chr13	42844289	42848288
chr1	193073245	193077244
chr14	62227075	62231074
chr12	16062106	16066105
chr12	16033329	16037328
chr10	101540489	101544488
chr6	35263629	35267628
chr1	94372967	94376966
chr6	42529800	42533799
chr6	139092657	139096656
chr6	122718691	122722690
chr20	34357905	34361904
chr11	47268475	47272474
chr20	43587128	43591127
chr6	108277394	108281393
chr1	32571639	32575638
chr10	17268258	17272257
chr10	90748414	90752413
chr6	167368191	167372190
chr11	35158728	35162727
chr6	161693094	161697093
chr13	24461559	24465558
chr1	156826811	156830810
chr6	137538587	137542586
chr5	177025101	177029100
chr2	58271826	58275825
chr1	12225060	12229059
chr12	95609522	95613521
chr15	64386192	64390191
chr6	134272333	134276332
chr6	136608990	136612989
chr14	69863409	69867408
chr8	41752281	41756280
chr6	155633619	155637618
chr17	5183558	5187557
chr11	47868020	47872019
chr6	33546020	33550019
chr9	113429051	113433050
chr17	42420648	42424647
chr5	137366721	137370720
chr6	49429091	49433090
chr1	109754540	109758539
chr19	5976152	5980151
chr14	58763103	58767102
chr2	3379654	3383653
chr19	7597636	7601635
chr13	21139277	21143276
chr16	5119820	5123819
chr12	122983519	122987518
chr7	150922253	150926252
chr7	150927585	150931584
chr14	65875310	65879309
chr4	68564898	68568897
chr11	78126853	78130852
chr17	40608898	40612897
chr15	68344517	68348516
chr3	27523839	27527838
chr17	21185984	21189983
chr8	49645792	49649791
chr2	85130749	85134748
chr3	130743647	130747646
chr8	101320556	101324555
chr6	143770117	143774116
chr16	75598249	75602248
chr1	171619824	171623823
chr2	70527223	70531222
chr10	75755872	75759871
chr8	59570094	59574093
chr1	244613437	244617436
chr4	68422446	68426445
chr4	39365996	39369995
chr3	99977856	99981855
chr2	225448066	225452065
chr1	78146344	78150343
chr3	121901181	121905180
chr17	40809323	40813322
chr5	172383896	172387895
chr5	6631405	6635404
chr1	16676950	16680949
chr5	153416519	153420518
chr19	13873363	13877362
chr12	58164577	58168576
chr12	54400832	54404831
chr4	178361658	178365657
chr4	13627348	13631347
chr5	162930554	162934553
chr4	166792410	166796409
chr16	67904926	67908925
chr5	14141811	14145810
chr16	11036345	11040344
chr8	16048225	16052224
chr5	54601588	54605587
chr5	13942653	13946652
chr5	79701832	79705831
chr5	157077429	157081428
chr19	50368823	50372822
chr16	71756605	71760604
chr5	169008638	169012637
chr8	74657173	74661172
chr1	19636822	19640821
chr17	3537773	3541772
chr22	20254055	20258054
chr17	7140826	7144825
chr5	24643088	24647087
chr2	99059321	99063320
chr15	78830755	78834754
chr3	194391207	194395206
chr3	51974375	51978374
chr1	6682926	6686925
chr14	90420295	90424294
chr10	71890691	71894690
chr14	88849874	88853873
chr11	93515393	93519392
chr2	85579744	85583743
chr19	47352250	47356249
chr7	50130861	50134860
chr11	129243835	129247834
chr3	182696432	182700431
chr5	133859798	133863797
chr1	40347179	40351178
chr1	42617092	42621091
chr6	43019684	43023683
chr5	138087112	138091111
chr9	17132980	17136979
chr9	128001610	128005609
chr18	29076006	29080005
chr5	112847380	112851379
chr8	54753823	54757822
chr4	57841908	57845907
chr15	52968821	52972820
chr1	186342458	186346457
chr3	148937843	148941842
chr16	27559473	27563472
chr6	15661274	15665273
chr12	4645638	4649637
chr4	17781136	17785135
chr3	48128763	48132762
chr6	117921528	117925527
chr6	117745019	117749018
chr11	113744293	113748292
chr5	176072388	176076387
chr5	175813764	175817763
chr8	103249347	103253346
chr7	127030746	127034745
chr16	12068595	12072594
chr6	42183604	42187603
chr11	77530064	77534063
chr1	12288124	12292123
chr9	96212004	96216003
chr2	136287083	136291082
chr5	60238879	60242878
chr1	9292834	9296833
chr1	7829329	7833328
chr1	7998927	8002926
chr11	32110450	32114449
chr7	73666775	73670774
chr6	157097063	157101062
chr5	73978969	73982968
chr5	71614194	71618193
chr14	59949161	59953160
chr7	26189860	26193859
chr6	13812801	13816800
chr12	50675290	50679289
chr12	51440121	51444120
chr12	51816555	51820554
chr9	133882469	133886468
chr5	178015557	178019556
chr16	75297906	75301905
chr11	6253942	6257941
chr16	56963960	56967959
chr3	138551595	138555594
chr5	175393303	175397302
chr6	138723356	138727355
chr12	123715671	123719670
chr1	115321307	115325306
chr10	99159101	99163100
chr4	159688290	159692289
chr4	166246775	166250774
chr11	43378491	43382490
chr11	44329717	44333716
chr5	132946256	132950255
chr1	19636641	19640640
chr1	19576033	19580032
chr20	36147617	36151616
chr19	17324168	17328167
chr14	57733627	57737626
chr4	25376835	25380834
chr11	2464221	2468220
chr1	36613071	36617070
chr1	36688017	36692016
chr1	235489533	235493532
chr1	241801664	241805663
chr1	243417358	243421357
chr2	220172296	220176295
chr1	210500250	210504249
chr1	10268863	10272862
chr22	47156518	47160517
chr20	55902815	55906814
chr20	54578529	54582528
chr11	74440221	74444220
chr11	73307229	73311228
chr14	88457616	88461615
chr2	203128439	203132438
chr7	150673404	150677403
chr7	148394004	148398003
chr5	153416480	153420479
chr6	149640188	149644187
chr6	149885430	149889429
chr2	37382191	37386190
chr17	76834753	76838752
chr7	152131091	152135090
chr1	85512130	85516129
chr2	20548464	20552463
chr10	102745273	102749272
chr4	170677105	170681104
chr5	32442868	32446867
chr4	72895521	72899520
chr22	45403582	45407581
chr9	123689048	123693047
chr9	125665563	125669562
chr17	36904071	36908070
chr6	111925450	111929449
chr3	98618534	98622533
chr1	179260937	179264936
chr10	5853513	5857512
chr6	106771667	106775666
chr1	24102895	24106894
chr3	179368543	179372542
chr3	182509288	182513287
chr3	127769212	127773211
chr12	80326979	80330978
chr15	79381116	79385115
chr7	44363098	44367097
chr16	22306730	22310729
chr1	203593689	203597688
chr1	203762799	203766798
chr5	96516965	96520964
chr1	54353454	54357453
chr1	54302534	54306533
chr3	186078027	186082026
chr16	2960000	2963999
chr7	139761522	139765521
chr10	97414464	97418463
chr1	234612850	234616849
chr4	152680176	152684175
chr2	70140203	70144202
chr12	96792339	96796338
chr9	114391632	114395631
chr12	8086872	8090871
chr12	10873912	10877911
chr12	10824892	10828891
chr10	70478971	70482970
chr19	3134191	3138190
chr1	27112686	27116685
chr1	31767618	31771617
chr1	103572048	103576047
chr11	32912724	32916723
chr6	166794487	166798486
chr3	38176700	38180699
chr12	25100394	25104393
chr12	48211569	48215568
chr5	122422816	122426815
chr5	137417774	137421773
chr12	27861706	27865705
chr12	62858597	62862596
chr5	56467775	56471774
chr12	56692177	56696176
chr15	41804005	41808004
chr7	43907157	43911156
chr20	45033257	45037256
chr10	88279573	88283572
chr17	57782826	57786825
chr17	58601581	58605580
chr19	50885596	50889595
chr17	27331317	27335316
chr12	53397942	53401941
chr19	49826483	49830482
chr19	48109453	48113452
chr19	49120548	49124547
chr19	49120794	49124793
chr19	49140717	49144716
chr19	55971013	55975012
chr19	56164431	56168430
chr19	56185991	56189990
chr19	39879951	39883950
chr22	19135797	19139796
chr14	78264426	78268425
chr4	2468664	2472663
chr12	27089255	27093254
chr12	27165328	27169327
chr16	84400133	84404132
chr8	120843104	120847103
chr7	128692969	128696968
chr19	19301039	19305038
chr19	19247303	19251302
chr20	44517683	44521682
chr19	19142833	19146832
chr5	127417458	127421457
chr5	122179144	122183143
chr5	121645764	121649763
chr1	112295927	112299926
chr15	83734107	83738106
chr3	87323655	87327654
chr2	190647107	190651106
chr6	34853867	34857866
chr6	34855042	34859041
chr6	35225449	35229448
chr16	2095868	2099867
chr6	34757857	34761856
chr1	110089233	110093232
chr13	98626886	98630885
chr10	126105506	126109505
chr1	118470391	118474390
chr1	89147905	89151904
chr6	52439714	52443713
chr17	9726868	9730867
chr3	123708200	123712199
chr16	75679564	75683563
chr16	75655199	75659198
chr3	122783917	122787916
chr6	37223548	37227547
chr3	120313156	120317155
chr1	16172359	16176358
chr2	187348883	187352882
chr17	11922141	11926140
chr1	212586244	212590243
chr6	84417128	84421127
chr10	105724959	105728958
chr6	84567362	84571361
chr10	105843761	105847760
chr10	12169698	12173697
chr2	239333465	239337464
chr10	14644389	14648388
chr7	39987636	39991635
chr2	74423689	74427688
chr12	8183299	8187298
chr1	43146098	43150097
chr1	212456879	212460878
chr19	8068493	8072492
chr12	50896890	50900889
chr12	50476755	50480754
chr1	44113829	44117828
chr1	41155388	41159387
chr1	43831690	43835689
chr6	30027031	30031030
chr3	137726842	137730841
chr3	101394340	101398339
chr14	92570955	92574954
chr14	93258576	93262575
chr1	70669304	70673303
chr5	128428444	128432443
chr6	126305576	126309575
chr16	20751407	20755406
chr9	103187438	103191437
chr14	96828208	96832207
chr8	68253913	68257912
chr8	135723282	135727281
chr8	66554974	66558973
chr18	55251887	55255886
chr15	72408423	72412422
chr10	3107712	3111711
chr2	231278981	231282980
chr10	3825468	3829467
chr5	54828798	54832797
chr8	71518605	71522604
chr17	37351957	37355956
chr15	74282690	74286689
chr15	72521685	72525684
chr5	54601551	54605550
chr1	94342763	94346762
chr16	8713545	8717544
chr1	218456629	218460628
chr3	49447636	49451635
chr17	41559334	41563333
chr1	220265455	220269454
chr12	78223069	78227068
chr16	4850952	4854951
chr18	18689813	18693812
chr16	67061148	67065147
chr3	50358214	50362213
chr2	240320644	240324643
chr3	50376273	50380272
chr17	41156757	41160756
chr17	58154293	58158292
chr17	40712169	40716168
chr17	40826970	40830969
chr15	100103905	100107904
chr2	86331279	86335278
chr2	20249790	20253789
chr3	48752684	48756683
chr2	45836421	45840420
chr15	22890663	22894662
chr5	61600279	61604278
chr2	54195978	54199977
chr3	160115321	160119320
chr19	39388464	39392463
chr2	54012217	54016216
chr17	71638229	71642228
chr1	229642089	229646088
chr1	205717405	205721404
chr16	46721105	46725104
chr16	47005700	47009699
chr1	6050423	6054422
chr1	92349788	92353787
chr16	14786527	14790526
chr3	141593456	141597455
chr15	56283945	56287944
chr15	55609158	55613157
chr15	52309398	52313397
chr15	52470199	52474198
chr15	55609312	55613311
chr22	17638168	17642167
chr22	19464739	19468738
chr12	12417747	12421746
chr12	14847520	14851519
chr9	111694397	111698396
chr5	44386900	44390899
chr9	108004903	108008902
chr14	57044511	57048510
chr14	57733727	57737726
chr22	19277238	19281237
chr22	19107968	19111967
chr17	2302413	2306412
chr3	126192763	126196762
chr17	74720762	74724761
chr8	42193973	42197972
chr17	66451563	66455562
chr9	35747226	35751225
chr7	97499855	97503854
chr8	42008464	42012463
chr16	58003017	58007016
chr10	50820083	50824082
chr8	101732941	101736940
chr1	45954839	45958838
chr16	58161355	58165354
chr1	45450283	45454282
chr5	149667193	149671192
chr5	149735310	149739309
chr1	22377161	22381160
chr7	25017808	25021807
chr1	22888057	22892056
chr16	56897119	56901118
chr3	9003187	9007186
chr12	90100609	90104608
chr11	2442276	2446275
chr2	102312543	102316542
chr2	101616745	101620744
chr4	10116485	10120484
chr7	17978118	17982117
chr4	148651214	148655213
chr7	120588803	120592802
chr7	73095956	73099955
chr14	81998206	82002205
chr2	238473217	238477216
chr3	148802318	148806317
chr2	172376858	172380857
chr18	64269372	64273371
chr14	68160532	68164531
chr19	14226557	14230556
chr14	69443957	69447956
chr14	68281307	68285306
chr2	220377052	220381051
chr17	19550064	19554063
chr3	195807061	195811060
chr17	17738302	17742301
chr5	132297327	132301326
chr10	60092735	60096734
chr14	67705826	67709825
chr11	63604400	63608399
chr12	72664463	72668462
chr16	68117561	68121560
chr3	3166600	3170599
chr17	7121125	7125124
chr5	171613391	171617390
chr5	171431645	171435644
chr17	5387538	5391537
chr16	15735124	15739123
chr19	16306745	16310744
chr19	45145098	45149097
chr19	44078159	44082158
chr12	125346394	125350393
chr3	189347216	189351215
chr17	73519820	73523819
chr15	85521671	85525670
chr17	33467335	33471334
chr17	38802761	38806760
chr17	42834399	42838398
chr2	169885833	169889832
chr3	185540845	185544844
chr3	184998765	185002764
chr3	186646274	186650273
chr11	85777972	85781971
chr11	77346851	77350850
chr11	85953586	85957585
chr5	176055366	176059365
chr11	18546780	18550779
chr17	3747546	3751545
chr17	3865586	3869585
chr2	219522495	219526494
chr15	65807612	65811611
chr15	65901743	65905742
chr18	57025195	57029194
chr15	65820804	65824803
chr17	4044315	4048314
chr6	155775038	155779037
chr1	8936750	8940749
chr19	4668383	4672382
chr19	17443639	17447638
chr6	112406717	112410716
chr4	48134274	48138273
chr12	108523528	108527527
chr12	100591865	100595864
chr15	66647055	66651054
chr7	87847395	87851394
chr1	21501344	21505343
chr12	102511903	102515902
chr7	83822218	83826217
chr22	46661861	46665860
chr11	107990243	107994242
chr10	102220798	102224797
chr2	71556894	71560893
chr7	87503665	87507664
chr18	71813746	71817745
chr11	69588172	69592171
chr10	38381275	38385274
chr14	103849857	103853856
chr12	98985403	98989402
chr3	171756344	171760343
chr2	28613725	28617724
chr17	64829235	64833234
chr17	64959026	64963025
chr4	48780317	48784316
chr2	98610355	98614354
chr7	5630454	5634453
chr7	5568341	5572340
chr3	171526285	171530284
chr13	25252549	25256548
chr3	128442965	128446964
chr7	107219204	107223203
chr10	102287629	102291628
chr12	108953166	108957165
chr2	132231666	132235665
chr10	102503468	102507467
chr3	45015722	45019721
chr1	170041837	170045836
chr3	12596513	12600512
chr2	136631997	136635996
chr11	114308108	114312107
chr11	114268752	114272751
chr12	57028164	57032163
chr3	47420510	47424509
chr3	37032823	37036822
chr12	109533379	109537378
chr1	173682123	173686122
chr17	26731229	26735228
chr12	110435328	110439327
chr8	81081895	81085894
chr17	27069002	27073001
chr8	82022304	82026303
chr19	33569786	33573785
chr10	104951057	104955056
chr11	119185827	119189826
chr1	21976349	21980348
chr19	7692452	7696451
chr19	42386515	42390514
chr19	7700005	7704004
chr19	7966776	7970775
chr19	3931101	3935100
chr2	234261153	234265152
chr7	100252085	100256084
chr3	25703991	25707990
chr10	98344810	98348809
chr10	104152354	104156353
chr1	202315827	202319826
chr2	183578999	183582998
chr16	27559228	27563227
chr16	27323234	27327233
chr1	78223538	78227537
chr19	41254764	41258763
chr10	22632399	22636398
chr19	41901385	41905384
chr2	172541980	172545979
chr7	100181777	100185776
chr11	95520956	95524955
chr19	4180602	4184601
chr1	236847808	236851807
chr1	19809980	19813979
chr4	129728779	129732778
chr8	38323364	38327363
chr7	72740363	72744362
chr7	74070011	74074010
chr10	15760125	15764124
chr18	44495309	44499308
chr7	38669168	38673167
chr3	182815376	182819375
chr2	163098046	163102045
chr11	76569917	76573916
chr4	39697664	39701663
chr18	39533171	39537170
chr4	40056446	40060445
chr12	4428371	4432370
chr6	158400919	158404918
chr5	7394321	7398320
chr10	21821272	21825271
chr8	16857691	16861690
chr1	52342478	52346477
chr8	42247421	42251420
chr8	17778349	17782348
chr20	32075923	32079922
chr9	122129746	122133745
chr20	32949118	32953117
chr20	33290094	33294093
chr7	43964043	43968042
chr2	179341286	179345285
chr2	216970187	216974186
chr3	158388483	158392482
chr1	47067887	47071886
chr10	71928280	71932279
chr1	100816047	100820046
chr12	48497620	48501619
chr8	11658120	11662119
chr19	42804930	42808929
chr4	74345400	74349399
chr6	25650464	25654463
chr1	64056947	64060946
chr2	15729302	15733301
chr19	10826807	10830806
chr6	131382463	131386462
chr6	72594727	72598726
chr6	132832202	132836201
chr19	10612418	10616417
chr6	74102471	74106470
chr13	95129937	95133936
chr20	44989814	44993813
chr3	96531430	96535429
chr2	120280071	120284070
chr9	3523984	3527983
chr2	152264455	152268454
chr12	72146654	72150653
chr4	72051003	72055002
chr9	2013342	2017341
chr19	10121925	10125924
chr6	109414023	109418022
chr16	30708462	30712461
chr9	2842242	2846241
chr13	46677162	46681161
chr15	78911522	78915521
chr5	113694642	113698641
chr7	135192876	135196875
chr14	73601155	73605154
chr3	98310568	98314567
chr3	98239911	98243910
chr20	35722399	35726398
chr20	35088150	35092149
chr15	51198870	51202869
chr1	114353099	114357098
chr1	113931581	113935580
chr6	108393942	108397941
chr18	63416157	63420156
chr3	101037405	101041404
chr3	101290939	101294938
chr14	69656228	69660227
chr14	68084515	68088514
chr5	88177032	88181031
chr1	201250580	201254579
chr3	132376310	132380309
chr2	197034300	197038299
chr9	99538339	99542338
chr2	170217196	170221195
chr1	227921113	227925112
chr1	161717560	161721559
chr12	125547925	125551924
chr5	141301373	141305372
chr7	122838041	122842040
chr5	140205563	140209562
chr1	54409603	54413602
chr1	67771047	67775046
chr5	37377314	37381313
chr2	202314392	202318391
chr2	201675079	201679078
chr11	100999256	101003255
chr18	48403419	48407418
chr5	31530373	31534372
chr2	135674395	135678394
chr6	71121011	71125010
chr1	215254579	215258578
chr5	154318630	154322629
chr5	154315770	154319769
chr8	54162258	54166257
chr17	46123721	46127720
chr3	119810514	119814513
chr2	61763419	61767418
chr3	149528557	149532556
chr16	23650632	23654631
chr6	83775385	83779384
chr6	90346473	90350472
chr6	80814364	80818363
chr8	41907506	41911505
chr9	88967328	88971327
chr1	11992810	11996809
chr13	73354072	73358071
chr13	73354197	73358196
chr13	60969427	60973426
chr13	45561619	45565618
chr13	33158564	33162563
chr5	41868622	41872621
chr12	91396804	91400803
chr4	69213808	69217807
chr3	87274435	87278434
chr1	40837369	40841368
chr1	40202573	40206572
chr1	40721779	40725778
chr2	96872557	96876556
chr4	57842990	57846989
chr4	57772075	57776074
chr12	96388144	96392143
chr12	109249367	109253366
chr11	67349066	67353065
chr11	129937801	129941800
chr12	14954475	14958474
chr1	32685971	32689970
chr1	31710402	31714401
chr1	32643666	32647665
chr2	21264946	21268945
chr2	24712801	24716800
chr2	27272549	27276548
chr2	26254979	26258978
chr2	26465595	26469594
chr2	27438258	27442257
chr11	33755986	33759985
chr5	68663841	68667840
chr3	169488619	169492618
chr5	77654339	77658338
chr6	105848960	105852959
chr6	105305795	105309794
chr18	12946020	12950019
chr1	109582609	109586608
chr2	224808105	224812104
chr1	108740981	108744980
chr6	161410816	161414815
chr16	3183029	3187028
chr7	134141895	134145894
chr8	87524656	87528655
chr16	15186175	15190174
chr11	70242647	70246646
chr2	55494316	55498315
chr8	38086861	38090860
chr1	51808789	51812788
chr1	51983001	51987000
chr4	140584922	140588921
chr19	16651342	16655341
chr2	234158217	234162216
chr2	234472237	234476236
chr1	46662099	46666098
chr1	46267285	46271284
chr9	33023209	33027208
chr9	33165355	33169354
chr9	33262940	33266939
chr9	33288509	33292508
chr5	61697761	61701760
chr5	61706594	61710593
chr11	49228223	49232222
chr7	6096862	6100861
chr10	13388298	13392297
chr19	41221008	41225007
chr5	150078670	150082669
chr12	124067078	124071077
chr1	236443286	236447285
chr15	80349910	80353909
chr16	82066837	82070836
chr11	113642534	113646533
chr11	111739589	111743588
chr11	89222654	89226653
chr4	8440439	8444438
chr11	95655460	95659459
chr19	49373649	49377648
chr7	100462760	100466759
chr7	100491542	100495541
chr19	49466558	49470557
chr7	100470810	100474809
chr19	49456186	49460185
chr17	26367182	26371181
chr17	26896891	26900890
chr4	69311167	69315166
chr17	42273439	42277438
chr17	76372721	76376720
chr17	61902543	61906542
chr16	56621280	56625279
chr16	55540910	55544909
chr16	56223888	56227887
chr16	56483402	56487401
chr4	2963113	2967112
chr4	2843584	2847583
chr14	50777267	50781266
chr14	53017225	53021224
chr14	52454193	52458192
chr2	70054774	70058773
chr11	65817807	65821806
chr12	27930953	27934952
chr12	32830224	32834223
chr12	28122904	28126903
chr20	58177603	58181602
chr12	29532087	29536086
chr11	77530175	77534174
chr17	60499228	60503227
chr19	49053332	49057331
chr1	63831261	63835260
chr19	54639444	54643443
chr2	120515207	120519206
chr2	118570226	118574225
chr19	6422806	6426805
chr20	30537896	30541895
chr13	99402909	99406908
chr13	99736661	99740660
chr13	111565417	111569416
chr13	95246512	95250511
chr3	50710672	50714671
chr3	50603183	50607182
chr16	57479349	57483348
chr20	5984736	5988735
chr14	104311928	104315927
chr20	3449687	3453686
chr20	4127426	4131425
chr20	3386273	3390272
chr20	2487779	2491778
chr20	3825490	3829489
chr20	21281942	21285941
chr12	120905653	120909652
chr20	17947624	17951623
chr12	112845401	112849400
chr12	112278430	112282429
chr20	13763533	13767532
chr20	18475888	18479887
chr12	121788266	121792265
chr12	113770836	113774835
chr20	5091734	5095733
chr20	18445830	18449829
chr12	113907878	113911877
chr20	13617588	13621587
chr12	120630514	120634513
chr12	120636903	120640902
chr12	120701564	120705563
chr20	16552079	16556078
chr20	5929183	5933182
chr20	5890076	5894075
chr12	118571663	118575662
chr12	114844248	114848247
chr12	112121791	112125790
chr12	112449120	112453119
chr16	31189431	31193430
chr19	35166583	35170582
chr19	35489191	35493190
chr16	4586472	4590471
chr16	66598350	66602349
chr17	40331297	40335296
chr11	62412088	62416087
chr19	19752477	19756476
chr12	6879686	6883685
chr12	6860722	6864721
chr14	94490675	94494674
chr14	94545592	94549591
chr14	64968564	64972563
chr12	8232807	8236806
chr14	103056998	103060997
chr14	76616279	76620278
chr19	40969748	40973747
chr1	27479402	27483401
chr9	94875659	94879658
chr14	96966710	96970709
chr14	99945746	99949745
chr7	140712480	140716479
chr7	140394471	140398470
chr19	10379511	10383510
chr19	47248139	47252138
chr1	20832655	20836654
chr16	4321077	4325076
chr15	65424175	65428174
chr15	65280275	65284274
chr3	186356149	186360148
chr3	186283192	186287191
chr3	184093933	184097932
chr1	40040074	40044073
chr19	7585512	7589511
chr1	22108100	22112099
chr16	70321447	70325446
chr16	74639013	74643012
chr16	24739034	24743033
chr19	39901225	39905224
chr19	39987608	39991607
chr19	55994371	55998370
chr4	56717782	56721781
chr5	145581163	145585162
chr5	145716587	145720586
chr12	76951590	76955589
chr7	105160706	105164705
chr7	107299080	107303079
chr7	107529415	107533414
chr18	54316616	54320615
chr18	54303877	54307876
chr16	16315322	16319321
chr3	32542901	32546900
chr2	173598569	173602568
chr2	173938687	173942686
chr1	241681062	241685061
chr3	133462800	133466799
chr3	133290574	133294573
chr17	18085553	18089552
chr17	64223536	64227535
chr17	6457815	6461814
chr17	4869168	4873167
chr11	22357643	22361642
chr7	130018212	130022211
chr7	129689292	129693291
chr8	6418931	6422930
chr17	42090346	42094345
chr3	112358117	112362116
chr14	24603409	24607408
chr14	35589520	35593519
chr14	23424364	23428363
chr14	24045995	24049994
chr14	23902928	23906927
chr14	23586826	23590825
chr14	20921265	20925264
chr14	31089318	31093317
